5.497924707740104395e+02,5.458226568275922546e+02,5.061245173634090975e+02,4.399609515897588494e+02,3.296883419670171520e+02,5.420895812658856130e+02,5.381197673194667459e+02,4.984216278552834183e+02,4.322580620816335113e+02,3.219854524588916433e+02,5.343866917577601043e+02,5.304168778113412372e+02,4.907187383471579665e+02,4.245551725735085711e+02,3.142825629507655094e+02,5.297649580528850493e+02,5.257951441064659548e+02,4.860970046422829682e+02,4.199334388686326633e+02,3.096608292458902270e+02,5.266838022496345957e+02,5.227139883032158423e+02,4.830158488390329126e+02,4.168522830653827214e+02,3.065796734426396597e+02
5.600918865316693882e+02,5.562014374175769262e+02,5.172969462766513971e+02,4.524561277084295057e+02,3.443880967614005044e+02,5.524125138066942782e+02,5.485220646926012478e+02,5.096175735516754344e+02,4.447767549834541114e+02,3.367087240364247123e+02,5.447331410817187134e+02,5.408426919676257967e+02,5.019382008266997559e+02,4.370973822584780351e+02,3.290293513114500001e+02,5.401255174467336246e+02,5.362350683326404805e+02,4.973305771917145535e+02,4.324897586234928895e+02,3.244217276764661619e+02,5.370537683567433760e+02,5.331633192426503456e+02,4.942588281017244185e+02,4.294180095335027545e+02,3.213499785864750038e+02
5.524653067238288031e+02,5.485572854639326579e+02,5.094770728649641569e+02,4.443433852000055708e+02,3.357872390917495977e+02,5.443281756692637146e+02,5.404201544093663188e+02,5.013399418103983294e+02,4.362062541454399138e+02,3.276501080371844523e+02,5.361910446146980576e+02,5.322830233548008891e+02,4.932028107558328429e+02,4.280691230908747684e+02,3.195129769826187953e+02,5.313087659819590272e+02,5.274007447220614040e+02,4.883205321230937557e+02,4.231868444581353970e+02,3.146306983498794239e+02,5.280539135601328553e+02,5.241458923002354595e+02,4.850656797012676975e+02,4.199319920363093388e+02,3.113758459280526267e+02
5.557619634624954870e+02,5.519406330869148860e+02,5.137273293310993267e+02,4.500384897380621396e+02,3.438904237496745395e+02,5.473985764833837493e+02,5.435772461078018978e+02,5.053639423519866227e+02,4.416751027589499472e+02,3.355270367705636545e+02,5.390351895042713295e+02,5.352138591286892506e+02,4.970005553728743166e+02,4.333117157798372432e+02,3.271636497914496431e+02,5.340171573168040595e+02,5.301958269412217533e+02,4.919825231854071603e+02,4.282936835923700869e+02,3.221456176039836237e+02,5.306718025251591371e+02,5.268504721495770582e+02,4.886371683937623516e+02,4.249483288007248234e+02,3.188002628123389854e+02
5.506755663868357260e+02,5.468163192772103685e+02,5.082238481809478117e+02,4.439030630204980525e+02,3.367017544197566394e+02,5.422087256465266591e+02,5.383494785369002784e+02,4.997570074406374943e+02,4.354362222801883036e+02,3.282349136794467768e+02,5.337418849062170239e+02,5.298826377965904157e+02,4.912901667003275747e+02,4.269693815398783840e+02,3.197680729391379373e+02,5.286617804620311745e+02,5.248025333524044527e+02,4.862100622561418390e+02,4.218892770956926483e+02,3.146879684949504963e+02,5.252750441659070475e+02,5.214157970562805531e+02,4.828233259600178258e+02,4.185025407995690330e+02,3.113012321988279609e+02
5.467431908048912419e+02,5.428477863368782437e+02,5.038937416567363243e+02,4.389703338564871729e+02,3.307646541894139887e+02,5.382149375465021421e+02,5.343195330784872112e+02,4.953654883983458603e+02,4.304420805980968794e+02,3.222364009310246615e+02,5.296866842881121329e+02,5.257912798200975431e+02,4.868372351399558511e+02,4.219138273397070407e+02,3.137081476726348228e+02,5.245697323330781501e+02,5.206743278650633329e+02,4.817202831849221525e+02,4.167968753846735694e+02,3.085911957176015221e+02,5.211584310297222373e+02,5.172630265617074201e+02,4.783089818815662397e+02,4.133855740813174293e+02,3.051798944142450409e+02
5.461008684019794828e+02,5.421082257096463763e+02,5.021817987863029202e+02,4.356377539140509612e+02,3.247310124603064310e+02,5.376669975175323088e+02,5.336743548251976108e+02,4.937479279018535863e+02,4.272038830296022525e+02,3.162971415758561307e+02,5.292331266330828612e+02,5.252404839407482768e+02,4.853140570174045934e+02,4.187700121451531459e+02,3.078632706914093546e+02,5.241728041024136928e+02,5.201801614100787674e+02,4.802537344867353681e+02,4.137096896144839206e+02,3.028029481607402431e+02,5.207992557486340957e+02,5.168066130562993976e+02,4.768801861329556573e+02,4.103361412607046077e+02,2.994293998069595659e+02
5.456884641708791150e+02,5.417680300575004821e+02,5.025636889237035234e+02,4.372231203673619575e+02,3.283221727734680258e+02,5.376769494380665719e+02,5.337565153246863474e+02,4.945521741908893318e+02,4.292116056345481638e+02,3.203106580406540616e+02,5.296654347052522098e+02,5.257450005918723264e+02,4.865406594580754245e+02,4.212000909017340291e+02,3.122991433078402679e+02,5.248585258655642747e+02,5.209380917521840502e+02,4.817337506183872620e+02,4.163931820620455824e+02,3.074922344681522759e+02,5.216539199724386435e+02,5.177334858590585327e+02,4.785291447252617445e+02,4.131885761689201217e+02,3.042876285750268153e+02
5.432876524498840354e+02,5.392795760422018247e+02,4.991988119653639728e+02,4.323975385039570369e+02,3.210620827349522415e+02,5.352296541241448722e+02,5.312215777164608426e+02,4.911408136396235022e+02,4.243395401782168506e+02,3.130040844092139878e+02,5.271716557984049132e+02,5.231635793907204288e+02,4.830828153138833159e+02,4.162815418524761526e+02,3.049460860834731193e+02,5.223368568029608241e+02,5.183287803952763397e+02,4.782480163184393973e+02,4.114467428570329730e+02,3.001112870880284618e+02,5.191136574726646131e+02,5.151055810649804698e+02,4.750248169881433569e+02,4.082235435267365915e+02,2.968880877577339561e+02
5.413175716823303674e+02,5.374988376537568229e+02,4.993114973680144999e+02,4.356659302250980090e+02,3.295899849869116451e+02,5.337081030290102035e+02,5.298893690004356358e+02,4.917020287146933697e+02,4.280564615717766515e+02,3.219805163335896623e+02,5.260986343756894712e+02,5.222799003471147898e+02,4.840925600613725237e+02,4.204469929184558623e+02,3.143710476802696121e+02,5.215329531836970318e+02,5.177142191551220094e+02,4.795268788693802549e+02,4.158813117264635935e+02,3.098053664882782527e+02,5.184891657223685115e+02,5.146704316937938302e+02,4.764830914080519051e+02,4.128375242651348458e+02,3.067615790269477429e+02
5.434286091435313892e+02,5.395794426958522081e+02,5.010877782190521543e+02,4.369350040910394455e+02,3.300137138776931920e+02,5.357197853574357396e+02,5.318706189097556489e+02,4.933789544329555952e+02,4.292261803049434548e+02,3.223048900915961212e+02,5.280109615713394078e+02,5.241617951236590898e+02,4.856701306468592065e+02,4.215173565188466114e+02,3.145960663055001874e+02,5.233856672996820407e+02,5.195365008520012680e+02,4.810448363752017826e+02,4.168920622471888464e+02,3.099707720338431045e+02,5.203021377852433034e+02,5.164529713375629854e+02,4.779613068607630453e+02,4.138085327327501091e+02,3.068872425194035145e+02
5.527746157208380282e+02,5.482775171434026333e+02,5.033065313690357812e+02,4.283548884117452644e+02,3.034354834829365473e+02,5.433927931782003498e+02,5.388956946007632496e+02,4.939247088263971364e+02,4.189730658691071881e+02,2.940536609402979593e+02,5.340109706355619892e+02,5.295138720581251164e+02,4.845428862837586053e+02,4.095912433264682591e+02,2.846718383976607356e+02,5.283818771099790865e+02,5.238847785325417590e+02,4.789137927581756458e+02,4.039621498008857543e+02,2.790427448720768666e+02,5.246291480929237423e+02,5.201320495154864147e+02,4.751610637411209837e+02,4.002094207838303532e+02,2.752900158550220340e+02
5.564458156588497104e+02,5.517355203153673529e+02,5.046325668805311011e+02,4.261276444891241795e+02,2.952861071701219089e+02,5.463035212262625464e+02,5.415932258827797341e+02,4.944902724479431981e+02,4.159853500565370723e+02,2.851438127375342901e+02,5.361612267936764056e+02,5.314509314501926838e+02,4.843479780153560341e+02,4.058430556239497946e+02,2.750015183049487746e+02,5.300758501341244937e+02,5.253655547906400898e+02,4.782626013558041222e+02,3.997576789643974280e+02,2.689161416453949300e+02,5.260189323610892416e+02,5.213086370176050650e+02,4.742056835827698933e+02,3.957007611913632559e+02,2.648592238723579158e+02
5.504569135921650513e+02,5.463490099082368943e+02,5.052699730689531634e+02,4.368049116701335493e+02,3.226964760054426051e+02,5.414950776134598982e+02,5.373871739295314001e+02,4.963081370902467029e+02,4.278430756914276571e+02,3.137346400267362583e+02,5.325332416347534945e+02,5.284253379508247690e+02,4.873463011115404697e+02,4.188812397127213671e+02,3.047728040480296272e+02,5.271561400475302435e+02,5.230482363636011769e+02,4.819691995243168776e+02,4.135041381254982866e+02,2.993957024608053530e+02,5.235714056560476592e+02,5.194635019721189337e+02,4.783844651328344639e+02,4.099194037340148498e+02,2.958109680693245309e+02
5.537241047340367004e+02,5.492104923836984653e+02,5.040743688803048599e+02,4.288474963746357957e+02,3.034693755318629655e+02,5.438894503096850030e+02,5.393758379593458585e+02,4.942397144559520825e+02,4.190128419502837573e+02,2.936347211075113819e+02,5.340547958853334194e+02,5.295411835349938201e+02,4.844050600315999873e+02,4.091781875259314916e+02,2.838000666831590024e+02,5.281540032307223100e+02,5.236403908803822560e+02,4.785042673769891621e+02,4.032773948713207233e+02,2.778992740285486889e+02,5.242201414609814947e+02,5.197065291106414406e+02,4.745704056072485173e+02,3.993435331015795100e+02,2.739654122588079872e+02
5.523960324025425734e+02,5.483339906234290311e+02,5.077135728322822956e+02,4.400128765136921629e+02,3.271783826493850711e+02,5.428774393205432034e+02,5.388153975414284105e+02,4.981949797502813340e+02,4.304942834316921108e+02,3.176597895673842231e+02,5.333588462385432649e+02,5.292968044594282446e+02,4.886763866682810544e+02,4.209756903496925133e+02,3.081411964853833751e+02,5.276476903893434383e+02,5.235856486102281906e+02,4.829652308190811709e+02,4.152645345004920614e+02,3.024300406361832074e+02,5.238402531565433264e+02,5.197782113774280788e+02,4.791577935862811159e+02,4.114570972676917222e+02,2.986226034033829819e+02
5.495937314196348780e+02,5.461155482861706787e+02,5.113337169515206142e+02,4.533639980604289690e+02,3.567477999086144109e+02,5.413304343815754009e+02,5.378522512481098374e+02,5.030704199134596593e+02,4.451007010223679572e+02,3.484845028705539107e+02,5.330671373435144460e+02,5.295889542100487688e+02,4.948071228753989885e+02,4.368374039843072296e+02,3.402212058324939790e+02,5.281091591206779867e+02,5.246309759872124232e+02,4.898491446525627566e+02,4.318794257614708272e+02,3.352632276096573491e+02,5.248038403054536047e+02,5.213256571719882686e+02,4.865438258373385452e+02,4.285741069462470136e+02,3.319579087944329103e+02
5.407418683202995453e+02,5.378105229967642344e+02,5.084970697614134565e+02,4.596413143691527807e+02,3.782150553820580967e+02,5.346092248587378890e+02,5.316778795352022371e+02,5.023644262998510612e+02,4.535086709075907265e+02,3.720824119204958151e+02,5.284765813971757780e+02,5.255452360736401261e+02,4.962317828382890639e+02,4.473760274460290134e+02,3.659497684589323967e+02,5.247969953202386932e+02,5.218656499967031550e+02,4.925521967613519791e+02,4.436964413690913602e+02,3.622701823819962783e+02,5.223439379356134395e+02,5.194125926120782424e+02,4.900991393767273507e+02,4.412433839844661634e+02,3.598171249973709109e+02
